,handle,tweet
1957,1,"One year in, the #IranDeal has put a lid on Iran’s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H"
1958,1,"“We have to move our country and ourselves…toward a future that reflects the simple, timeless notion that all of us are equal.” —Hillary"
1959,1,"When our kids are scared by our politicians and policy debates, it’s a sign something has gone badly off the rails. https://t.co/pdphHQEzuk"
1960,1,"""I will say what Donald Trump won’t: Judge Curiel is as American as I am and as American as Donald Trump."" —Hillary"
1961,1,"Even @SpeakerRyan called Trump’s comments on Judge Curiel, “the textbook definition of a racist comment.”"
1962,1,".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division."
1963,1,"Next week in Cleveland, Republicans will nominate someone who thinks “Latino outreach” is tweeting out a picture of a taco bowl."
1964,1,"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home.

We have to fix this."
1965,1,"""In my first 100 days…I will introduce comprehensive immigration reform with a path to citizenship.” —Hillary: https://t.co/JX8AWq6M7K"
1966,1,"“For families making less than $125,000 a year, we’ll eliminate tuition at public colleges and universities.” —Hillary"
1967,1,"Hillary's new college plan will help more students, especially students of color, afford college: https://t.co/A4pWb3fOf4"
1968,1,"No one who works full-time in America should ever live in poverty.

We need to raise the minimum wage."
1969,1,"""We need to close the gender pay gap...Latinas earn just 55 cents for every dollar earned by a white man. That is just outrageous."" —Hillary"
1970,1,"""Latinos are 17% of our country’s population, but you hold only 2% of its wealth. There’s a disconnect here."" —Hillary at @LULAC"
1971,1,"""Latinos have to help us shape the future of America because you are the future of America.” —Hillary at @LULAC"
1972,0,"Another new poll. Thank you for your support! Join the MOVEMENT today! 
#ImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz"
1973,0,"Great new poll- thank you America!
#Trump2016 #ImWithYou https://t.co/aVH9c5QRwc"
1974,1,In the fight to stop Donald Trump we've got a devastating tool: literally Donald Trump. Follow for a daily dose of stuff he's actually said.
1975,1,"Remember: When @realDonaldTrump opens his mouth, our kids are listening.
https://t.co/pdphHQEzuk"
1976,1,"Gun violence against Americans is all of our problem. We need to solve it together.
https://t.co/vFdReFjB6u"
1977,0,I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.
1978,1,On the incredibly important news of the day (or when the Democrats committed to #fixdemocracyfirst) — https://t.co/rNfE1BSp3S
1979,0,"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!"
1980,0,Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!
1981,0,On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.
1982,0,Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.
1983,0,Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!
1984,0,Lyin' Crooked Hillary's email stories all have one thing in common. https://t.co/teoVCYXKOR
1985,0,Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!
1986,0,"The Republican platform is most 
pro-Israel of all time!"
1987,0,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!
1988,0,"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe"
1989,1,"Let’s be more than allies to each other.

Let’s take on each other’s struggles as our own.
https://t.co/iA8LXuAUvl"
1990,1,"“If we do the work, we will 'cease to be divided.' We will be indivisible, with liberty and justice for all.” —Hillary"
1991,1,"""Let’s be more than allies to each other. Let’s take on each other’s struggles as our own."" —Hillary"
1992,1,"""Donald Trump’s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" —Hillary"
1993,1,"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself."""
1994,1,"""Hay que reconocer que 5 latinos que también perdieron sus vidas la semana pasada en incidentes con la Policía"". - @HillaryClinton"
1995,1,"Trump has banished members of the press who have criticized him.

Is there any doubt he would do the same as president?"
1996,1,"""When kids are scared by political candidates and policy debates, it’s a sign something has gone badly wrong."" —Hillary"
1997,1,"“In my first 100 days as president, we will make the biggest investment in new, good-paying jobs since World War II.” —Hillary"
1998,1,"These things can be true at once:

We need criminal justice reform.

We need to support police.

We need to do more to stop gun violence."
1999,1,"The vast majority of gun owners agree: we have to prevent gun violence.

If we’re looking for common ground, this is common ground."
2000,1,"We need to listen to the dedicated, principled police officers working hard every day to rebuild trust with the communities they serve."
2001,1,"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" —Hillary"
2002,1,Let's listen to families whose loved ones have been killed in police incidents. Alton Sterling. Philando Castile. Sandra Bland—one year ago.
2003,1,We need to take a hard look at our laws and our attitudes. We need to embrace policies that promote justice for all people.
2004,1,"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" —Hillary"
2005,1,"Watch live as Hillary speaks from the Illinois statehouse, where Lincoln gave his ""house divided"" speech in 1858. https://t.co/mtg5NDe8K3"
2006,1,One hashtag has been uniting people who say #ImWithHer and #FeelTheBern since December: https://t.co/bBrqPjqFMx
2007,1,"In America, we're always stronger together. https://t.co/s9wAMfIywe"
2008,1,"It took awhile, but we finally found a copy of Trump's speakers. https://t.co/pYloXnha5S"
2009,1,"This from @jwpetersNYT on the hard-right GOP platform, feels like it could have been written a decade ago. Or two. https://t.co/YKciIQMs34"
2010,0,Thank you! #ImWithYou https://t.co/6XkUQ0W4QS
2011,1,"Thank you, @BernieSanders. Proud to fight alongside you. https://t.co/v6GbG89BUk"
2012,1,"""Vi cómo ella trataba a todos con respeto. Así es como se juzga a alguien""—presidente Obama sobre Hillary.
https://t.co/oTk1Xw5Kih"
2013,1,"Let’s ask ourselves, ""What can I do to stop violence and promote justice?""
https://t.co/l2nRKcuxNs"
2014,1,You cannot run for president and skip the opportunity speak on the nation's civil rights agenda. #NAACP107 https://t.co/OX60fs6ZNO
2015,1,"Happy birthday, Malala! Thank you for fighting for every girl's right to an education. https://t.co/GjC69J0rSr"
2016,0,"Thank you Iowa- see you soon!
#Trump2016 #ImWithYou 
https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc"
2017,0,The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1
2018,1,Taking on systemic racism—and rebuilding trust between police and citizens—will require contributions from us all. https://t.co/dXhKHEvZ2r
2019,1,"""Hillary Clinton will make an outstanding president and I am proud to stand with her today."" —@BernieSanders
https://t.co/yNC6ALjJnX"
2020,0,"To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first."
2021,0,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.
2022,0,"#CrookedHillary is not qualified!
https://t.co/6qi7KTW43O"
2023,1,"Together, let’s go win this election. https://t.co/lRSwpk9y4b"
2024,1,"To everyone who poured your heart and soul into Bernie’s campaign, thank you. Our country desperately needs your voices."
2025,1,"""Let's make it easier to vote, not harder. Let’s fight back against attacks on voting rights across the country.” —Hillary"
2026,1,"$7.25 an hour is a starvation wage. So sorry Donald, if you’re watching, we’re not cutting the minimum wage, we’re raising the minimum wage."
2027,1,"“Let’s take real, meaningful action to end the epidemic of gun violence in America.” —Hillary"
2028,1,Taking on systemic racism and rebuilding trust and respect between law enforcement and the communities they serve will require all of us.
2029,1,"Thank you, @BernieSanders, not just for your endorsement, but for a lifetime of fighting injustice."
2030,1,"""Hillary Clinton will make an outstanding president, and I am proud to stand with her today."" —@BernieSanders"
2031,1,"""We produced, by far, the most progressive platform in the history of the Democratic Party."" —@BernieSanders"
2032,1,"""We become stronger when black and white, Latino, Asian American, Native American—all of us—stand together.” —@BernieSanders"
2033,1,"""This election must be about bringing our people together, not dividing us up."" —@BernieSanders"
2034,1,"Hillary ""knows that it is absurd that middle-class Americans are paying an effective tax rate higher than hedge fund millionaires.” —Bernie"
2035,1,"""The last thing we need...is a president who doesn’t care about whether millions will lose access to health care coverage."" —Bernie on Trump"
2036,1,"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" —@BernieSanders"
2037,1,"""Hillary Clinton understands that if someone in America works 40 hours a week, that person should not be living in poverty.” —@BernieSanders"
2038,1,"""This campaign is about the needs of the American people and addressing the very serious crises that we face."" —@BernieSanders"
2039,1,"""She will be the Democratic nominee...and I intend to do everything I can to make certain she will be the next president."" —@BernieSanders"
2040,1,"""Secretary Clinton has won the Democratic nominating process, and I congratulate her for that."" —@BernieSanders"
2041,1,".@HillaryClinton has won the Democratic nominating process, and I congratulate her for that. 
https://t.co/FrKbEmyuC6"
2042,1,"""Together, we will continue to fight for a government which represents all of us, and not just the 1%."" —@BernieSanders"
2043,1,Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG
2044,1,Today marks one month since the #Orlando tragedy that claimed 49 innocent lives. It is time to #StoptheHate. https://t.co/MItFDRBK98
2045,1,Donald Trump in the Oval Office is flat-out dangerous. We can’t let it happen. https://t.co/nisFcVaJMf
2046,0,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!
2047,0,"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!"
2048,0,"This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. #ImWithYou"
2049,0,"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!"
2050,0,"#MakeAmericaGreatAgain #ImWithYou
https://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy"
2051,1,"“Dejó a un lado su agenda personal y emociones por una causa mayor y servir al país""—presidente Obama sobre Hillary.
https://t.co/yW9xPKX2fj"
2052,0,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7
2053,1,"""They picked a nominee whose only plan is to build a higher wall."" —@POTUS on @realDonaldTrump's dangerous policies
https://t.co/N3PAI3chgE"
2054,1,"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" https://t.co/jje8cWi5Ep"
2055,1,PA's Senate is voting on a restrictive anti-abortion bill—HB 1948. Call your legislator &amp; urge them to vote NO now: https://t.co/YXTGZP62Hi
2056,0,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM
2057,1,"""Hillary Clinton...has worked to improve the lives of Americans her entire adult life."" —@USProgressives PAC https://t.co/aRv65fqAct"
2058,0,"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan."
2059,1,BREAKING: @CWAUnion whole-heartedly endorses @HillaryClinton for President of the United States. More: https://t.co/vo5xmRfrS7
2060,1,".@realDonaldTrump says he ""loves the vets.""

Prisoners of war? Not so much.
https://t.co/Qq1bPW65DA"
2061,1,"Remembering over 8,000 men &amp; boys massacred b/c of their faith 21 yrs ago today. #NeverForget #Srebrenica  https://t.co/N7ZVjc90nN"
2062,1,"New ad: Donald Trump's number one foreign policy advisor? Himself.

And his ""very good brain.""
https://t.co/ac1793AiXf"
2063,1,"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again. https://t.co/TxvAHkn38q"
2064,1,You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. https://t.co/T1nPQgSRQ7
2065,1,"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" —@POTUS https://t.co/cSAdZFNa4G"
2066,1,"For Donald Trump, it's not about what he can build —it's about how much he can take. https://t.co/WYJGCCVBzu"
2067,1,"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe"
2068,1,"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions. https://t.co/WYJGCCVBzu"
2069,0,"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!"
2070,0,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!
2071,1,"As the President has reminded us, the arc of the moral universe is long but it bends toward justice.
https://t.co/CCheOeF9zB"
2072,0,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!
2073,0,"New poll - thank you! #Trump2016
https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3"
2074,1,"Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R"
2075,1,Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.
2076,1,"""@LorellaPraeli's story, like so many other American stories, reminds us of who we are as a people."" —Hillary
https://t.co/fVvp7c8m2A"
2077,0,Way to go @serenawilliams  - you are a true champion. Proud of you!
2078,1,"White Americans need to do a better job of listening when African Americans talk about the barriers they face.
https://t.co/rmzeEG5HoC"
2079,0,"MAKE AMERICA SAFE AGAIN!
https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy"
2080,1,"“Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.” —Galatians 6:9"
2081,1,"""When the 24-hour news cycle moves on, I won’t.” —Hillary on preventing gun violence and addressing racial injustice"
2082,1,"""Let’s ask ourselves, what can I do to stop violence and promote justice? How can I show that your life matters to me?"" —Hillary"
2083,1,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers you face every day.
2084,1,"""We’ll make it clear when deadly force is warranted and when it is not, and emphasize proven methods for de-escalating situations."" —Hillary"
2085,1,"""I will bring law enforcement and communities together to develop national guidelines on the use of force by police officers."" —Hillary"
2086,1,“Gun violence is ripping apart people’s lives. They are trying to tell us. We need to listen.” —Hillary
2087,1,There is clear evidence that black Americans are more likely to be killed in police incidents than any other group. We have to do better.
2088,1,"There is something wrong with our country. There is too much violence...too much senseless killing, too many people dead who shouldn’t be."
2089,1,"""We pray for those families and for the souls of all those we lost this week and all those preceding. May they rest in God’s peace"" —Hillary"
2090,1,Watch live as Hillary addresses the AME Church Conference in Philadelphia: https://t.co/WfMAW9ebe5
2091,0,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?
2092,0,"Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity- today in Miami."
2093,0,Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt
2094,0,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country
2095,1,See new @Hillaryclinton plan to protect small biz from being stiffed by abusive companies like @realDonaldTrump's: https://t.co/6e4w0GQyOd
2096,1,"“There has to be some form of punishment [for seeking abortion].” —Donald Trump, March 30, 2016 https://t.co/2Xd3b2cvq0"
2097,0,"Thank you Speaker @PRyan!
#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc"
2098,1,"Trump got ahead by cheating working people like Andrew Tesoro. Now he wants to do the same thing to our country.
https://t.co/un2YiRu3A5"
2099,0,"Great being in Cincinnati, Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst https://t.co/sryJgRyd56"
2100,1,"While Trump's Atlantic City casinos posted $66 million in losses, he paid himself a $5 million bonus. https://t.co/wS2RDRJSzY"
2101,0,"Where is the outrage for this Disney book? Is this the 'Star of David' also? 
Dishonest media! #Frozen https://t.co/4LJBpSm8xa"
2102,1,"""The death of Alton Sterling is a tragedy, and my prayers are with his family."" —Hillary https://t.co/Yky4ZxfbLN"
2103,1,Trabajemos para que ningún estudiante tenga que endeudarse para estudiar en una universidad pública de su estado. https://t.co/Bl1RpRy3Di
2104,1,"The Trump Atlantic City business method: Drive a business into the ground, stiff workers, and take home millions. https://t.co/VveL3MKwjU"
2105,0,"To all of my twitter followers, please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH"
2106,1,"Let's make sure @realDonaldTrump never has the chance to bankrupt America the way he bankrupted his businesses.
https://t.co/BNSO5xAPJE"
2107,1,"""Clinton’s proposal would make public colleges tuition-free for families making less than $125,000"" https://t.co/xh69q5T2Cu"
2108,1,Let's make it so that no student has to take on debt to go to a public college or university in their state. https://t.co/FW6JDIMxqu
2109,1,"Praying for a safe Eid Al-Fitr. My heart breaks for families struck by terror in Turkey, Iraq, Saudi Arabia, and Bangladesh this Ramadan. -H"
2110,1,"Who got hurt when Trump abandoned Atlantic City?
✔️Small businesses
✔️Vendors
✔️Local builders
✔️Casino workers
https://t.co/ZpbJL2SRP3"
2111,1,.@realDonaldTrump fixed https://t.co/lrmn7TMnk7
2112,1,"""In America, we don’t begrudge people being successful…but we do if they get rich by destroying other people."" —Hillary"
2113,1,“No major company has filed Chapter 11 more often in the last 30 years than Trump’s casinos.” —Hillary
2114,1,"Donald Trump's business strategy:

It's not about what you can build. It's about how much you can take."
2115,1,Always his only metric for success: did I make money? No matter who gets destroyed in the process.  https://t.co/aPSgG73qlr
2116,1,"""What he did here in Atlantic City is exactly what he’ll do if he wins in November."" —Hillary on @realDonaldTrump: https://t.co/d03oF9Ur0W"
2117,1,“Atlantic City was a very good cash cow for me for a long time...The money I took out of there was incredible.” —Donald Trump
2118,1,"""[@realDonaldTrump's] businesses were failing long before the rest of the town was struggling...his bad decisions hurt the whole city."""
2119,1,"""Isn't he supposed to be some kind of amazing businessman? What ... happened here?"" @HillaryClinton https://t.co/n7uCSNeI2w"
2120,1,"And the Trump Taj Mahal, which Donald called the 8th Wonder of the World, is bankrupt. It canceled workers' health insurance and pensions."
2121,1,The Trump Marina Hotel Casino in Atlantic City was sold just a few years ago at a huge loss.
2122,1,"Donald Trump called the Trump Plaza Casino and Hotel ""the biggest hit yet.""

Now, it's abandoned. https://t.co/qjhy8Xj2U8"
2123,1,What Donald Trump did in Atlantic City is nothing to brag about—it’s shameful—and every voter in America needs to know about it.
2124,1,"Trump made millions while bankrupting his businesses, laying off workers, and stiffing contractors. Here's how:
https://t.co/OZ0eTD6oiC"
2125,1,Hillary heard you: College costs are too high in America. It's time to fix it. https://t.co/HFcBczvyPH
2126,1,I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.
2127,0,"I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics"
2128,0,"Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center, Airport - and destroyed City"
2129,0,"I made a lot of money in Atlantic City and left 7 years ago, great timing (as all know). Pols made big mistakes, now many bankruptcies."
2130,1,Donald Trump's praise for brutal dictators like Saddam Hussein knows no bounds. https://t.co/5bvlO3rnI5
2131,0,"The rigged system may have helped Hillary Clinton escape criminal charges, but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l"
2132,0,"Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement."
2133,0,"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!"
2134,1,What @POTUS said. https://t.co/5ReWX7DISf
2135,0,I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!
2136,0,"My son, @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!"
2137,1,"""Quiero que tú ayudes a elegirla nuestra próxima Presidenta de los Estados Unidos”—Obama. https://t.co/afIzmJR7Jp"
2138,1,Fired up. Ready to go. https://t.co/DKgJbGCTNE
2139,1,"Thanks, Obama. https://t.co/qL1JqkJHpX"
2140,1,"""The fact is, Hillary is steady. Hillary is true. … That’s how real change and real progress happen.” —@POTUS"
2141,1,"""Don’t boo, vote! Booing doesn’t help. You need to vote.” —@POTUS on Donald Trump’s dangerous policies"
2142,1,"""She will be a stateswoman who makes us proud around the world. ... She knows what it takes to be Commander-in-Chief."" —@POTUS on Hillary"
2143,1,"""If your concern is who's going to look out for working families...the other side's got nothing to offer you."" —@POTUS"
2144,1,"""I saw how you can count on her. How she won't back down. How she won't quit."" —@POTUS on Hillary"
2145,1,"""Let me tell you, my faith in Hillary Clinton has always been rewarded."" —@POTUS"
2146,1,"""I saw the passion that she feels for anybody who's experienced injustice. ... It was personal to her."" —@POTUS on Hillary"
2147,1,"""I'm here today because I believe in Hillary Clinton. I want you to help elect her as the next President of the United States."" —@POTUS"
2148,1,"“I don’t know about you, but we’re fired up and ready to go!” —Hillary https://t.co/op0E8Xiw3Z"
2149,1,"""The world hangs on every word a president says, and Donald Trump is...temperamentally unfit to be our Commander-in-Chief."" —Hillary"
2150,1,"""He’s a statesman—leading not just our country but the entire world. This is a president who knows how to keep us safe and strong."" —Hillary"
2151,1,"""When I look at @POTUS, I see someone who—in spite of obstruction he’s faced—still reaches for common ground and common purpose."" —Hillary"
2152,1,"Our families and workplaces have changed in the 21st century. It's time for our policies—from paid leave to equal pay—to be updated, too."
2153,1,"We’re going to crack down on companies that ship jobs and profits overseas, and reward the ones that share profits with employees instead."
2154,1,"""We’re going to make college debt-free for all...and help millions of people struggling with existing student debt."" —Hillary"
2155,1,"""Under @POTUS and @JoeBiden, we’ve had 75 straight months of job growth. I want us to see 75 more."" —Hillary"
2156,1,"""President Obama’s job was to save us from a second Great Depression—and that’s exactly what he did.” —Hillary"
2157,1,"""It means so much to have @POTUS’s support in this campaign. He knows a thing or two about winning elections."" —Hillary"
2158,1,Live from Charlotte: @POTUS hits the trail with Hillary for the first time in this campaign. Watch: https://t.co/1IJMGhsqEc
2159,1,It's already a full house to hear from @HillaryClinton and @POTUS this afternoon in Charlotte #FirstInPOTUS https://t.co/igoTguAGnh
2160,1,"Q: ""Will you condemn David Duke and say that you don't want...white supremacists' [votes]?""

Trump: ""I don't know.""
https://t.co/PD8bNwMsUK"
2161,1,"In a new interview, @POTUS talks about why Hillary has everything it takes to be president.
https://t.co/MRwg5h0LMq"
2162,0,FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem
2163,0,"The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual, bad judgment."
2164,0,It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!
2165,0,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!
2166,0,"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!"
2167,1,"“Si el lugar donde estás no tiene espacio para tu voz, no tengas miedo de crear tu propio espacio”— Hillary en #TheToast."
2168,0,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?
2169,1,"Happy Fourth of July! Today let's celebrate the best of America—our freedom, diversity, and the values we share. -H https://t.co/C6Mdt4iVg5"
2170,1,"""To be great, we can't be small. We have to be as big as the values that define America."" —Hillary https://t.co/RPCgLUrBTs"
2171,0,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?"
2172,1,Here's to 240 years of progress. https://t.co/rxZa7Niodt
2173,0,The only people who are not interested in being the V.P. pick are the people who have not been asked!
2174,0,I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!
2175,0,"Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed, great people!"
2176,0,"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!"
2177,0,"Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!"
2178,0,Happy 4th of July! #Trump2016 #AmericaFirst https://t.co/Ndb3AQrLtY https://t.co/YhHyQjwJW6
2179,0,Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!
2180,0,"The third mass attack (slaughter) in days by ISIS. 200 dead in Baghdad, worst in many years. We do not have leadership that can stop this!"
2181,0,"In Bangladesh, hostages were immediately killed by ISIS terrorists if they were unable to cite a verse from the Koran. 20 were killed!"
2182,1,"Middle-class Americans thought Trump Institute would help them. In reality, it was yet another giant scam. https://t.co/zYAJ0hiq0v"
2183,1,"""You have made me a better person and helped me believe I can do anything."" https://t.co/Iuk9Tx2hQm"
2184,1,"A message from @realDonaldTrump on America.
https://t.co/Fq27JEgHLf"
2185,0,I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!
2186,0,"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?"
2187,0,"""THE SYSTEM IS RIGGED!"""
2188,0,"On Saturday a great man, Elie Wiesel, passed away.The world is a better place because of him and his belief that good can triumph over evil!"
2189,0,Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!
2190,1,"Every American should have the opportunity to live up to their God-given potential.
https://t.co/GR4c76ouEn"
2191,0,"Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!"
2192,1,"""We join all those around the world in mourning his loss"" —Hillary and @BillClinton on the passing of Elie Wiesel https://t.co/HNVH0LlWpr"
2193,0,"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!"
2194,1,"Born July 2, 1951, trans activist Sylvia Rivera was an early LGBT leader whose work paved the way for progress. https://t.co/TFcpBVdr9q"
2195,1,"Let's make America a world leader in manufacturing, again. https://t.co/PQzTY6ziRW https://t.co/NimTAUfa1T"
2196,0,Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm
2197,0,"Thank you for your support!
#AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym"
2198,0,"Reminder: last year, Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy"
2199,0,Thank you! #AmericaFirst https://t.co/MYG45LxGmH
2200,0,"If I become the next POTUS- they will not be ignoring! #AmericaFirst 
https://t.co/97R0cQdnGI"
2201,0,"Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX"
2202,1,The company you keep says a lot about you (maybe no one ever told Donald Trump). https://t.co/PpgSed6aZJ
2203,0,The #2A to our Constitution is clear. The right of the people to keep &amp; bear Arms shall not be infringed upon. https://t.co/sqe12D0MBJ
2204,0,"The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release"
2205,0,"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!"
2206,0,Just returned from Colorado. Amazing crowd!
2207,1,La evidencia muestra que Trump es un pésimo empresario ¿por qué debemos creer él sabrá manejar la economía del país? https://t.co/GCO9ICi1hj
2208,0,"Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16 
https://t.co/lK3UW4fY2q https://t.co/QDQhRRuBbG"
2209,1,You could give a speech to nominate the first woman president at @DemConvention. Enter now for your chance to win. https://t.co/GGpri1wC4M
2210,0,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE
2211,1,"""If the space you’re in doesn’t have room for your voice don’t be afraid to carve out a space of your own."" —Hillary https://t.co/VQQMyYHyNm"
2212,0,"These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst 
https://t.co/XDGKaj0ico"
2213,1,Trump Institute taught Donald Trump's real business strategy: cheating innocent Americans out of hard-earned money. https://t.co/AuWq0XJ8Zc
2214,0,"Yet another terrorist attack today in Israel -- a father, shot at by a Palestinian terrorist, was killed while:
https://t.co/Cv1HzKVbiT"
2215,1,"Trump says people should have pride in ""Made in the USA"" products, but where does he make his?

(Hint: not here.)
https://t.co/vtVLwZAAUM"
2216,1,Hillary's plan to connect debt relief to entrepreneurship is smart https://t.co/WjFV8Tn6tj #makersandtakers start-up rates falling since 70s
2217,0,.@TraceAdkins great job on FOX this morning. Keep up the good work!
2218,0,Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.
